vehicle_category,make,model,manufacture_year,district,count
MOTOR CYCLE,LIMA,EL07,2024,KEGALLE,1
CAR,BAW,E7,2025,COLOMBO,401
CAR,BAW,E7,2025,MATALE,7
CAR,B.M.W.,I 3,2013,GAMPAHA,1
CAR,B.M.W.,13 REX,2017,GAMPAHA,1
CAR,B.M.W.,ZAA-32FK45 E.DRIVE40,2024,GAMPAHA,1
CAR,MAXUS,MIFA7,2025,GAMPAHA,1
MOTOR CYCLE,LIMA,ELO-07,2024,MATALE,25
MOTOR CYCLE,LE,DINA U ENJOY B1-A,2022,GAMPAHA,1
MOTOR CYCLE,LE,ELECTRO BLADE BI3A,2022,GAMPAHA,10
MOTOR CYCLE,LIMA,EL07,2025,GAMPAHA,15
MOTOR CYCLE,ATHER,450X,2024,MANNAR,3
MOTOR CYCLE,ATHER,450X,2024,KILINOCHCHI,15
CAR,TESLA,MODEL S-P85,2015,COLOMBO,1
CAR,TESLA,MODEL X,2017,COLOMBO,1
MOTOR CYCLE,NWOW,ERV,2022,COLOMBO,3
MOTOR CYCLE,NWOW,SE,2023,COLOMBO,71
MOTOR CYCLE,LUYUAN,M1-ALPHA ACTIVA,2023,COLOMBO,1
MOTOR CYCLE,NWOW,SE,2023,PUTTALAM,9
CAR,TESLA,MODEL 3 RWD,2024,COLOMBO,3
MOTOR CYCLE,NWOW,GB2,2024,COLOMBO,3
MOTOR CYCLE,BAOYI,LITTLE NINJA,2024,COLOMBO,1
MOTOR CYCLE,LUYUAN,MNK3,2024,COLOMBO,6
MOTOR CYCLE,LUYUAN,S90 PLUS,2024,HAMBANTOTA,3
MOTOR CYCLE,LUYUAN,S90PLUS,2024,COLOMBO,1
MOTOR CYCLE,LUYUAN,MYT,2024,MONERAGALA,1
MOTOR CYCLE,NWOW,V11,2024,MONERAGALA,1
MOTOR CYCLE,LUYUAN,M-MHH-Z30LJ,2024,MONERAGALA,4
CAR,TESLA,MODEL Y - RWD,2024,COLOMBO,1
MOTOR CYCLE,DAYWANG(DW)SL,E-MOTOR CYCLE,2024,KANDY,2
MOTOR CYCLE,NWOW,WSP,2024,MONERAGALA,1
MOTOR CYCLE,NWOW,ARS,2017,COLOMBO,1
MOTOR CYCLE,DAYWANG(DW)SL,E-MOTOR CYCLE,2024,COLOMBO,1
MOTOR CYCLE,LUYUAN,MYT,2025,GALLE,11
MOTOR CYCLE,AIMA,MAVERICK,2025,GALLE,71
MOTOR CYCLE,LUYUAN,MS70 Z23E,2025,GALLE,17
MOTOR CYCLE,AIMA,BREEZY,2025,MONERAGALA,49
MOTOR CYCLE,AIMA,ARIA,2025,KEGALLE,2
MOTOR CYCLE,AIMA,ARIA,2025,PUTTALAM,2
MOTOR CYCLE,AIMA,MAVERICK,2025,MONERAGALA,40
MOTOR CYCLE,AIMA,MANA,2025,MONERAGALA,11
CAR,WULING,BINGUO,2025,KANDY,2
MOTOR CYCLE,AIMA,BREEZY,2025,KEGALLE,2
MOTOR CYCLE,LUYUAN,MYY-Z35J,2025,MONERAGALA,1
THREE WHEELER,NWOW,ERVS4 PLUS,2024,MATARA,2
MOTOR CYCLE,KADIOUKUCHE,TDR01 Z,2014,KURUNEGALA,1
CAR,TESLA,MODEL S,2016,GAMPAHA,1
MOTOR CYCLE,NWOW,SE,2019,KURUNEGALA,3
CAR,TESLA,MODEL-3,2023,GAMPAHA,1
MOTOR CYCLE,NWOW,SE,2024,KURUNEGALA,3
MOTOR CYCLE,GAROW,SHIZHIZUO,2024,KURUNEGALA,2
MOTOR CYCLE,NWOW,WSP,2025,KURUNEGALA,1
MOTOR CYCLE,LUYUAN,MS75-Z30LF,2025,KURUNEGALA,5
MOTOR CYCLE,GK,STAR TREK,2019,KALUTARA,5
MOTOR CYCLE,NWOW,TK 10,2024,KALUTARA,29
MOTOR CYCLE,NWOW,TK 10,2023,BADULLA,1
MOTOR CYCLE,OPAI,OPY-EM-005,2024,POLONNARUWA,1
MOTOR CYCLE,DAYWANG(DW)SL,E-MOTOR CYCLE,2024,KALUTARA,1
MOTOR CYCLE,AIMA,LIBERTY,2025,KALUTARA,58
MOTOR CYCLE,AIMA,LIBERTY,2025,BADULLA,10
MOTOR CYCLE,AIMA,MAVERICK,2025,BADULLA,2
MOTOR CYCLE,NWOW,SE,2025,NUWARA-ELIYA,2
MOTOR CYCLE,LUYUAN,MNK3,2025,POLONNARUWA,5
MOTOR CYCLE,LUYUAN,MYT,2025,BADULLA,2
MOTOR CYCLE,NWOW,GB2,2025,POLONNARUWA,1
CAR,TESLA,ZAA 3L13T MODEL 3,2024,MATARA,1
MOTOR CYCLE,NWOW,WSP,2022,ANURADHAPURA,1
CAR,TESLA,MODEL 3,2024,MATARA,1
MOTOR CYCLE,AIMA,MAVERICK,2025,ANURADHAPURA,15
MOTOR CYCLE,AIMA,BREEZY,2025,MATALE,14
MOTOR CYCLE,AIMA,LIBERTY,2025,ANURADHAPURA,55
CAR,WULING,CLOUD EV,2025,MATARA,1
MOTOR CYCLE,WUYANG,ELECTRIC,2013,GAMPAHA,1
MOTOR CYCLE,NWOW,SWIEFT EAGLE,2018,GAMPAHA,4
MOTOR CYCLE,NWOW,SL,2018,GAMPAHA,3
MOTOR CYCLE,EAGLE BRAND,GWEMOIPRETTY,2019,MATARA,4
MOTOR CYCLE,NWOW,TK10,2022,GAMPAHA,2
MOTOR CYCLE,NWOW,EDB,2021,GAMPAHA,1
MOTOR CYCLE,NWOW,SE,2016,GAMPAHA,2
MOTOR CYCLE,NWOW,GB2,2023,GAMPAHA,2
MOTOR CYCLE,LUYUAN,MYT,2024,GAMPAHA,1
MOTOR CYCLE,NWOW,TK 10,2024,MATARA,4
MOTOR CYCLE,NWOW,GB2,2024,GAMPAHA,2
MOTOR CYCLE,NWOW,SE,2019,MATARA,1
MOTOR CYCLE,NWOW,V11,2025,GAMPAHA,1
MOTOR CYCLE,NWOW,WSP,2025,GAMPAHA,20
MOTOR CYCLE,AIMA,LIBERTY,2025,GAMPAHA,10
MOTOR CYCLE,AIMA,AM-DALISHEN,2017,GAMPAHA,1
MOTOR CYCLE,AIMA,BREEZY,2025,KILINOCHCHI,4
MOTOR CYCLE,AIMA,MAVERICK,2025,KILINOCHCHI,1
MOTOR CYCLE,AIMA,XIAOGUAN,2017,JAFFNA,1
MOTOR CYCLE,AIMA,AM-XIA0GUAN,2017,JAFFNA,1
MOTOR CYCLE,AIMA,ARIA,2025,JAFFNA,2
THREE WHEELER,XINGE,X GDS-006-1,2012,COLOMBO,1
CAR,NISSAN,ZAA-AZEO,2013,COLOMBO,19
CAR,NISSAN,ZAA-AZE0-LEAF,2013,COLOMBO,4
CAR,NISSAN,ZAA-AZE0-LEAF,2013,KANDY,1
CAR,NISSAN,ZAA-AZE0,2013,KANDY,2
CAR,NISSAN,ZAA-ZEO LEAF,2013,COLOMBO,5
CAR,NISSAN,ZAA-AZEO LEAF,2013,GALLE,19
CAR,NISSAN,ZAA-AZEO LEAF,2014,KANDY,28
CAR,NISSAN,ZAA-AZEO LEAF,2014,GALLE,16
CAR,NISSAN,ZAA-ZEO LEAF,2012,GALLE,6
CAR,NISSAN,ZAA-AZE0  LEAF,2013,GALLE,2
CAR,NISSAN,ZAA-AZE0  LEAF,2014,KANDY,1
CAR,NISSAN,ZAA-AZE0  LEAF,2014,COLOMBO,6
CAR,NISSAN,LEAF VISIA,2014,COLOMBO,13
DUAL PURPOSE (COMMERCIAL),MITSUBISHI,ZAB-U67V MIVE,2013,COLOMBO,1
CAR,NISSAN,ZAA-AZE0-LEAF,2014,COLOMBO,2
CAR,NISSAN,ZAA AZEO LEAF,2013,KANDY,8
DUAL PURPOSE (COMMERCIAL),MITSUBISHI,ZAB-U67V MINICAB VAN,2011,COLOMBO,1
CAR,NISSAN,LEAF TEKNA,2014,RATNAPURA,2
DUAL PURPOSE (COMMERCIAL),NISSAN,E-NV200 ACENTA RAPID,2014,KALUTARA,2
CAR,NISSAN,ZAA AZEO  LEAF,2013,COLOMBO,2
CAR,NISSAN,ZAA AZEO LEAF,2015,COLOMBO,6
CAR,NISSAN,LEAF,2013,KANDY,5
DUAL PURPOSE (COMMERCIAL),NISSAN,E-NV200ACENTA RAPID,2015,COLOMBO,1
CAR,NISSAN,ZEO LEAF ACENTA,2014,COLOMBO,1
CAR,NISSAN,LEAF TEKNA,2013,COLOMBO,3
CAR,NISSAN,LEAF ACENTA,2014,RATNAPURA,3
CAR,NISSAN,LEAF TEKNA,2015,GALLE,2
CAR,MITSUBISHI,ZAA-HA3W I-MIEV,2012,KANDY,1
CAR,NISSAN,ZAA-ZEO LEAF TEKNA,2015,COLOMBO,1
CAR,NISSAN,LEAF,2014,RATNAPURA,1
DUAL PURPOSE (COMMERCIAL),NISSAN,ZAB-VME0 ENV200,2014,COLOMBO,1
DUAL PURPOSE (COMMERCIAL),MITSUBISHI,ZAB-U67V MINICAB,2011,MATALE,2
CAR,MITSUBISHI,ZAA-HA3W  I-MIEV,2013,COLOMBO,1
CAR,NISSAN,TEKNA,2015,KANDY,2
CAR,NISSAN,ZAA-ZEO LEAF,2013,KANDY,1
CAR,NISSAN,ZAA-AZEO LEAF,2015,NUWARA-ELIYA,1
MOTOR CYCLE,TERRA,SEED48,2015,COLOMBO,1
CAR,MITSUBISHI,ZAA-HA3W IMIVE,2013,COLOMBO,1
CAR,NISSAN,ZAA- AZEO - LEAF,2013,KANDY,1
CAR,MITSUBISHI,ZAA- HA3W,2013,COLOMBO,1
CAR,NISSAN,ZAA-ZE0  LEAF,2012,KANDY,1
CAR,NISSAN,ZAA-AZE0  LEAF,2016,COLOMBO,2
CAR,NISSAN,ZAA-AZEO-LEAF,2012,KANDY,1
CAR,NISSAN,LEAF TEKNA,2018,RATNAPURA,1
CAR,NISSAN,LEAF ACCENTA,2018,RATNAPURA,1
DUAL PURPOSE (COMMERCIAL),MITSUBISHI,ZAB-U68V,2017,KEGALLE,1
CAR,NISSAN,LEAF TEKNA,2019,KANDY,1
CAR,NISSAN,LEAF,2020,COLOMBO,2
SPECIAL PURPOSE VEHICLE,MITSUBISHI,FB20CB FORKLIFT,2021,COLOMBO,1
THREE WHEELER,SFC,SK004,2017,POLONNARUWA,1
CAR,NISSAN,LEAF EV 2WD STD,2023,COLOMBO,1
CAR,VOLKSWAGEN,ID.5 TECH PRO,2023,COLOMBO,2
MOTOR CYCLE,SUPER SOCO,CUX PRO,2022,PUTTALAM,4
CAR,VOLKSWAGEN,ID4 PRO,2023,COLOMBO,1
CAR,VOLKSWAGEN,ID4 LIFE EDITION,2023,KANDY,1
CAR,VOLKSWAGEN,ID 4 LITE,2024,COLOMBO,1
CAR,VOLKSWAGEN,ID4 FAMILY PRO,2023,COLOMBO,1
MOTOR CYCLE,DIMEN,D60,2025,VAVUNIYA,6
MOTOR CYCLE,SUPER SOCO,TS STREET HUNTER,2025,GALLE,4
MOTOR CYCLE,SUPER SOCO,TS STREET HUNTER,2025,PUTTALAM,3
CAR,GAC,AION V LUXURY,2025,JAFFNA,3
CAR,NISSAN,ZAA-AZEO LEAF,2012,GAMPAHA,43
CAR,NISSAN,AZZ-AZE0,2014,GAMPAHA,1
CAR,NISSAN,ZAA-ZEO LEAF,2012,GAMPAHA,34
CAR,NISSAN,ZAA-AZE0 LEAF,2013,BADULLA,4
CAR,NISSAN,ZAA-AZE0  LEAF,2013,GAMPAHA,5
CAR,NISSAN,ZAA-ZE0 LEAF,2012,BADULLA,1
CAR,NISSAN,LEAF,2013,GAMPAHA,18
CAR,NISSAN,ZAA AZEO LEAF,2012,GAMPAHA,5
CAR,NISSAN,LEAF-ACENTA,2015,BADULLA,1
CAR,NISSAN,ZE0 LEAF TEKNA,2014,GAMPAHA,1
CAR,NISSAN,LEAF ACENTA,2015,GAMPAHA,10
CAR,NISSAN,ZAA-AZE0  LEAF,2012,GAMPAHA,1
CAR,NISSAN,ZAA-AZE0  LEAF,2016,GAMPAHA,1
CAR,NISSAN,ZAA-ZE1  LEAF,2017,ANURADHAPURA,1
DUAL PURPOSE (COMMERCIAL),MITSUBISHI,MINI CAB,2011,NUWARA-ELIYA,1
THREE WHEELER,JIANGSU,DINPENG,2019,GAMPAHA,1
CAR,VOLKSWAGEN,ID.5 PRO,2022,GAMPAHA,1
CAR,VOLKSWAGEN,ID.4,2024,GAMPAHA,1
MOTOR CYCLE,SUPER SOCO,CUX PRO,2025,KURUNEGALA,1
MOTOR CYCLE,TERRA,A40001,2015,KURUNEGALA,1
DUAL PURPOSE (COMMERCIAL),MITSUBISHI,ZAB-U67V MINIAB,2011,GAMPAHA,1
MOTOR CYCLE,SUPER SOCO,TS STREET HUNTER,2022,KALUTARA,3
MOTOR CYCLE,SUPER SOCO,CPX,2023,KALUTARA,3
CAR,NISSAN,ZAA-ZE0,2012,KEGALLE,1
CAR,NISSAN,ZAA-AZEO LEAF,2013,MATARA,14
CAR,NISSAN,ZAA-AZE0  LEAF,2014,KURUNEGALA,2
CAR,NISSAN,ZAA-ZE0 LEAF,2012,KEGALLE,2
CAR,NISSAN,ZAA-AZE0 LEAF,2014,KURUNEGALA,25
CAR,NISSAN,ZAA-AZEO LEAF,2012,KEGALLE,5
CAR,NISSAN,LEAF ACENTA,2014,KALUTARA,4
CAR,NISSAN,ZAA AZEO LEAF,2012,KURUNEGALA,2
CAR,NISSAN,LEAF ACENTA,2014,KURUNEGALA,12
CAR,NISSAN,ZAA-AZE0 LEAF,2013,AMPARA,1
CAR,NISSAN,ZAA-AZE0LEAF,2013,KEGALLE,1
CAR,NISSAN,ZAA-AZEO LEAF,2014,KILINOCHCHI,1
CAR,NISSAN,LEAF ACENTA,2013,KALUTARA,1
CAR,NISSAN,ZAA-AZEO,2015,MATARA,1
CAR,NISSAN,LEAF TEKNA,2018,KALUTARA,2
CAR,NISSAN,TEKNA,2018,KALUTARA,1
CAR,NISSAN,LEAF,2014,KEGALLE,1
CAR,MITSUBISHI,ZAB-U67V,2013,KURUNEGALA,1
MOTOR CYCLE,SUPER SOCO,TS STREET HUNTER,2022,MATALE,4
CAR,VOLKSWAGEN,ID 4 LIFE PURE,2023,MATARA,1
CAR,VOLKSWAGEN,ID4,2023,KEGALLE,1
MOTOR CYCLE,SUPER SOCO,TS STREET HUNTER,2024,ANURADHAPURA,5
CAR,GAC,AION V LUXURY,2025,MATARA,1
CAR,NISSAN,6AA-TFE13 NOTE AURA,2024,KILINOCHCHI,1
CAR,NISSAN,ZAA-AZE0,2013,PUTTALAM,1
CAR,NISSAN,ZAA-AZE0  LEAF,2012,PUTTALAM,1
CAR,NISSAN,ZAA ZEO LEAF,2012,PUTTALAM,1
CAR,NISSAN,LEAF TEKNA,2014,PUTTALAM,1
CAR,NISSAN,LEAF ACENTA,2013,PUTTALAM,2
MOTOR CYCLE,TERRA,SEED48,2015,GAMPAHA,7
SINGLE CAB,MITSUBISHI,ZAB-U68T  MINICAB,2013,GALLE,1
MOTOR CYCLE,CHINA,TK,2018,GAMPAHA,1
CAR,NISSAN,ZAA-ZE0 LEAF,2012,POLONNARUWA,2
MOTOR CYCLE,SUPER SOCO,TS STREET HUNTER,2025,JAFFNA,1
MOTOR CYCLE,POWER STAR,PSTR205,2005,TRINCOMALEE,1
CAR,POWER STAR,EXONA JY-6356,2008,COLOMBO,2
MOTOR CYCLE,AMUR LEOPARD,BIG TORTOISE KING,2013,COLOMBO,2
CAR,SHIFENG,GDO 4C,2013,COLOMBO,1
MOTOR CYCLE,AMUR LEOPARD,LUHU,2014,AMPARA,1
MOTOR CYCLE,AMUR LEOPARD,WUYANG PRINCESS,2015,PUTTALAM,4
MOTOR CYCLE,AMUR LEOPARD,WYWANG PRINCES,2014,AMPARA,1
MOTOR CYCLE,AMUR LEOPARD,WYWANG PRINCES,2013,TRINCOMALEE,1
THREE WHEELER,ALBA,GT 3500,2016,COLOMBO,1
THREE WHEELER,ALBA,GT3500,2016,COLOMBO,1
MOTOR CYCLE,LUYUAN ALFA,HWW-HAS7250-D7,2017,AMPARA,2
MOTOR CYCLE,AMUR LEOPARD,JIYAYING,2015,VAVUNIYA,1
MOTOR CYCLE,SINSKI,TDR283Z,2014,KANDY,1
MOTOR CYCLE,LUYUAN ALFA,MKK-Z23E-12-C,2024,GALLE,13
MOTOR CYCLE,LUYUAN ALFA,M-MKK-Z30LJ-12-C,2024,HAMBANTOTA,6
MOTOR CYCLE,DECO,SPORT POWER,2023,COLOMBO,1
MOTOR CYCLE,SINSKI,SL-RED,2023,AMPARA,1
THREE WHEELER,MM,WH 5000 DZK,2025,COLOMBO,2
CAR,REVA,ML9EV,2005,GAMPAHA,1
MOTOR CYCLE,SINSKI,TDR131Z,2015,KURUNEGALA,2
MOTOR CYCLE,SINSKI,TDR93Z,2015,KURUNEGALA,1
MOTOR CYCLE,KONGKECHENG,JH-DC60V-20,2024,KURUNEGALA,1
MOTOR CYCLE,LUYUAN ALFA,M MKK-Z30LJ-12-C,2023,KALUTARA,2
MOTOR CYCLE,LUYUAN ALFA,MKK-Z23E-12-C,2024,BADULLA,1
MOTOR CYCLE,AMUR LEOPARD,WUYANG PRINCESS,2013,ANURADHAPURA,8
MOTOR CYCLE,AMUR LEOPARD,WUYANG PRINCESS,2013,MATALE,1
MOTOR CYCLE,AMUR LEOPARD,WUYANG PRINCESS,2015,ANURADHAPURA,6
MOTOR CYCLE,LUYUAN ALFA,MKK-Z23E-12-C,2023,MATALE,1
MOTOR CYCLE,LUYUAN ALFA,MKK-Z23E-12-C,2025,MATALE,2
MOTOR CYCLE,SINSKI,TDR 34 Z,2014,GAMPAHA,2
MOTOR CYCLE,AMUR LEOPARD,BIG TORTOISE KING,2014,GAMPAHA,1
MOTOR CYCLE,AMUR LEOPARD,LUCKY  STAR,2014,BATTICALOA,2
MOTOR CYCLE,AMUR LEOPARD,FIGHT EAGLE,2015,BATTICALOA,1
MOTOR CYCLE,LUYUAN ALFA,MN3-CSQ6020-G1,2017,MATARA,1
MOTOR CYCLE,LUYUAN ALFA,M-MKK-Z30LJ-12-C,2023,GAMPAHA,1
MOTOR CYCLE,LUYUAN ALFA,MN3-CSQ6020-G1,2018,MATARA,1
MOTOR CYCLE,BNC,CHALLENGER   S 125,2025,GAMPAHA,1
MOTOR CYCLE,AMUR LEOPARD,WUYANG PRINCESS,2013,MANNAR,10
MOTOR CYCLE,AMUR LEOPARD,WUYANG PRINCESS,2015,MANNAR,6
MOTOR CYCLE,LUYUAN ALFA,MKK-Z23E-12-C,2023,RATNAPURA,1
MOTOR CYCLE,AMUR LEOPARD,LUHU,2013,JAFFNA,1
MOTOR CYCLE,AMUR LEOPARD,WUYANG PRINCESS,2015,JAFFNA,35
MOTOR CYCLE,LUYUAN ALFA,M-MNK2-27,2020,JAFFNA,1
MOTOR CYCLE,LUYUAN ALFA,MKK-Z23E-12-C,2023,JAFFNA,1
MOTOR CYCLE,GALLANT,CITY WALKER,2019,COLOMBO,1
MOTOR CYCLE,GALLANT,CITIWALKER,2018,COLOMBO,1
SPECIAL PURPOSE VEHICLE,HELI,CPD30-HB3 FORK LIFT,2021,COLOMBO,1
MOTOR CYCLE,OKAYA,FAAST F2T,2022,COLOMBO,8
CAR,PEUGEOT,E-2008 GT,2022,COLOMBO,1
CAR,PEUGEOT,E 2008 GT,2024,MATARA,1
MOTOR CYCLE,GALLANT,ZX-TDR718,2018,GAMPAHA,13
MOTOR CYCLE,FH 05,ELECTRIC SCOOTER,2024,GAMPAHA,1
MOTOR CYCLE,OKAYA,FAAST F2T,2022,KILINOCHCHI,1
MOTOR CYCLE,BYVIN,AIR FORCE,2018,JAFFNA,1
MOTOR CYCLE,GALLANT,ZX- HYBRID,2018,JAFFNA,1
MOTOR CYCLE,GALLANT,ZX-HYBRID,2018,JAFFNA,1
CAR,MAHINDRA,E20,2013,COLOMBO,1
MOTOR CYCLE,ELECTRA,SY-LXQS  (HK),2017,COLOMBO,1
CAR,MAHINDRA,E 20,2016,KANDY,2
MOTOR TRICYCLE VAN,AMPERA,GREAVES,2019,COLOMBO,1
CAR,MAHINDRA,E 20,2016,HAMBANTOTA,1
MOTOR CYCLE,TVS,IQUBE,2024,GALLE,17
CAR,FORD,MUSTANG MACH-ESTD,2023,COLOMBO,1
MOTOR CYCLE,TVS,IQUBE,2025,COLOMBO,324
THREE WHEELER,MAHINDRA,TREO,2025,COLOMBO,45
CAR,AVATR,AVATR II,2025,COLOMBO,4
MOTOR CYCLE,ELECTRA,SUNRA,2017,KURUNEGALA,1
MOTOR CYCLE,TVS,IQUBE,2025,KALUTARA,72
THREE WHEELER,MAHINDRA,TREO,2025,ANURADHAPURA,8
MOTOR CYCLE,TVS,IQUBE,2025,ANURADHAPURA,98
THREE WHEELER,MAHINDRA,TREO PLUS,2025,KEGALLE,1
MOTOR CYCLE,TVS,IQUBE,,JAFFNA,1
THREE WHEELER,OZONE, CHAPPEI,2015,COLOMBO,1
MOTOR CYCLE,ALFA,M7,2017,COLOMBO,2
MOTOR CYCLE,JW,JW,2018,COLOMBO,1
MOTOR CYCLE,KINO,SL,2018,COLOMBO,1
SPECIAL PURPOSE VEHICLE,HYSTER,J 1.5XNT SWB,2018,COLOMBO,1
MOTOR CYCLE,JW,JW,2019,COLOMBO,5
CAR,TATA,TIAGO EV XT MR,2023,COLOMBO,1
MOTOR CYCLE,WUXI LEYANG,LY-JY6T,2022,COLOMBO,1
MOTOR CYCLE,MC-MV,MV-E5,2023,COLOMBO,1
CAR,TATA,CURVV EV,2025,JAFFNA,3
CAR,CHANGAN,S07,2025,COLOMBO,1
CAR,CHANGAN,L07,2025,COLOMBO,11
DUAL PURPOSE (COMMERCIAL),CHANGAN,HUNTER K50,2025,COLOMBO,1
MOTOR CYCLE,EMAX,ES-4,2025,COLOMBO,1
MOTOR CYCLE,EMAX,EH-5,2025,COLOMBO,1
MOTOR CYCLE,HUAIHAI,ZL9,2025,HAMBANTOTA,3
CAR,CHANGAN,L07,2025,NUWARA-ELIYA,1
CAR,TATA,PUNCH EV,2025,GAMPAHA,2
MOTOR CYCLE,HOMAYE,ELECTRIC  BIKE,2017,KURUNEGALA,1
CAR,CHANGAN,S 07,2025,AMPARA,1
CAR,CHANGAN,S07,2025,KURUNEGALA,1
MOTOR CYCLE,DYNAMIC,LY,2023,GAMPAHA,3
MOTOR CYCLE,TOURWE,JY28B/K,2023,GAMPAHA,1
THREE WHEELER,ELEKTRATEQ,ETX,2024,TRINCOMALEE,1
MOTOR CYCLE,HUAIHAI,ZL9,2025,GAMPAHA,1
MOTOR CYCLE,YADEA,YD-GM010,2019,HAMBANTOTA,38
MOTOR CYCLE,YADEA,YDET-66,2018,COLOMBO,2
MOTOR CYCLE,LEOMA,FASHI0N  RIDER,2018,GALLE,1
MOTOR CYCLE,YADEA,YD-EM66,2016,COLOMBO,1
MOTOR CYCLE,YADEA,YD-EM151,2017,GALLE,2
MOTOR CYCLE,NEO,ELECTRIC BIKE,2022,COLOMBO,2
MOTOR CYCLE,VMOTO,VS2,2022,COLOMBO,20
MOTOR CYCLE,NEO,AVATAR,2022,HAMBANTOTA,5
MOTOR CYCLE,YADEA,E8S PRO,2023,TRINCOMALEE,6
MOTOR CYCLE,YADEA,E8S PRO,2023,VAVUNIYA,3
MOTOR CYCLE,YADEA,YDET66,2018,KEGALLE,1
MOTOR CYCLE,VMOTO,VS2,2023,GALLE,2
CAR,MG,4 SE,2023,COLOMBO,1
MOTOR CYCLE,YADEA,YD EM17,2017,MONERAGALA,1
MOTOR CYCLE,YADEA,T5,2023,PUTTALAM,6
MOTOR CYCLE,YADEA,M6,2023,KEGALLE,1
MOTOR CYCLE,YADEA,M6,2024,AMPARA,6
MOTOR CYCLE,YADEA,T 9,2024,KANDY,25
CAR,MG,MG 4 ELECTRIC X,2024,COLOMBO,2
MOTOR CYCLE,YADEA,E8S PRO,2024,AMPARA,2
MOTOR CYCLE,YADEA,M6,2024,VAVUNIYA,2
MOTOR CYCLE,QUANLE,Q1,2024,HAMBANTOTA,11
CAR,MG,MG 4 ELECTRIC,2024,COLOMBO,1
MOTOR CYCLE,QUANLE,ZS,2024,MONERAGALA,9
MOTOR CYCLE,YADEA,T 9,2024,VAVUNIYA,2
MOTOR CYCLE,QUANLE,G18,2024,TRINCOMALEE,6
MOTOR CYCLE,YADEA,YD EM 178,2018,AMPARA,1
MOTOR CYCLE,QUANLE,ZS,2024,PUTTALAM,4
MOTOR CYCLE,YADEA,EPOC H,2024,HAMBANTOTA,13
MOTOR CYCLE,QUANLE,G18,2025,GALLE,14
MOTOR CYCLE,QUANLE,G18,2025,HAMBANTOTA,26
MOTOR CYCLE,QUANLE,ZL,2025,GALLE,11
MOTOR CYCLE,QUANLE,ZS,2025,HAMBANTOTA,9
MOTOR CYCLE,QUANLE,ZS,2025,GALLE,6
CAR,MG,MG4V,2024,COLOMBO,3
MOTOR CYCLE,QUANLE,ZS,2025,KEGALLE,2
MOTOR CYCLE,QUANLE,ZS,2025,COLOMBO,7
MOTOR CYCLE,YADEA,T5,2025,AMPARA,156
MOTOR CYCLE,YADEA,T 9,2025,KANDY,14
MOTOR CYCLE,YADEA,T 9,2025,KEGALLE,27
MOTOR CYCLE,QUANLE,G18,2025,KEGALLE,2
MOTOR CYCLE,VMOTO,CITI,2025,COLOMBO,54
MOTOR CYCLE,YADEA,M6,2025,COLOMBO,14
MOTOR CYCLE,TMR QUANLE,G18,2025,HAMBANTOTA,15
MOTOR CYCLE,VMOTO,CITI,2025,TRINCOMALEE,5
MOTOR CYCLE,TMR QUANLE,ZL,2025,PUTTALAM,13
MOTOR CYCLE,TMR QUANLE,ZS,2025,MONERAGALA,7
MOTOR CYCLE,YADEA,T5 L,2025,COLOMBO,27
MOTOR CYCLE,YADEA,M 10,2025,GALLE,1
MOTOR CYCLE,YADEA,Y012000T111B,2025,COLOMBO,1
MOTOR CYCLE,YADEA,E8S PRO,2025,KANDY,1
MOTOR CYCLE,YADEA,COOLJOY,2025,GALLE,31
MOTOR CYCLE,VMOTO,CITI,2025,AMPARA,1
MOTOR CYCLE,YADEA,T5 L,2025,KANDY,1
MOTOR CYCLE,NEO,AVATAR,2022,KURUNEGALA,1
MOTOR CYCLE,YADEA,M6,2023,KURUNEGALA,9
CAR,MG,MG 4 X ELECTRIC,2024,GAMPAHA,1
MOTOR CYCLE,YADEA,T5,2024,KURUNEGALA,1222
MOTOR CYCLE,YADEA,EZEEGO,2024,KURUNEGALA,24
MOTOR CYCLE,QUANLE,Q1,2024,KURUNEGALA,21
MOTOR CYCLE,YADEA,E8S PRO,2025,KURUNEGALA,14
MOTOR CYCLE,QUANLE,G 18,2024,KURUNEGALA,1
MOTOR CYCLE,YADEA,EZEEGO,2025,KURUNEGALA,4
MOTOR TRICYCLE VAN,JINPENG,ZJ150,2025,PUTTALAM,7
MOTOR TRICYCLE VAN,JINPENG,XT150 D,2025,PUTTALAM,4
MOTOR CYCLE,YADEA,T5 L,2025,KURUNEGALA,59
MOTOR CYCLE,YADEA,YD EM 66,2016,POLONNARUWA,2
MOTOR CYCLE,YADEA,YD EM 163,2018,POLONNARUWA,2
MOTOR CYCLE,YADEA,T9,2023,NUWARA-ELIYA,1
MOTOR CYCLE,YADEA,T9,2023,BADULLA,5
MOTOR CYCLE,YADEA,RUIBIN,2023,POLONNARUWA,22
MOTOR CYCLE,YADEA,EZEEGO,2023,KALUTARA,1
MOTOR CYCLE,YADEA,RUIBIN,2024,POLONNARUWA,150
MOTOR CYCLE,YADEA,E8S PRO,2025,BADULLA,3
MOTOR CYCLE,YADEA,T5,2025,NUWARA-ELIYA,7
MOTOR CYCLE,TMR QUANLE,ZL,2025,POLONNARUWA,8
MOTOR CYCLE,YADEA,T 9,2025,NUWARA-ELIYA,1
MOTOR CYCLE,TMR QUANLE,G18,2025,KALUTARA,3
